count,date,title,description,org_link,link
519,2024-08-13 11:10:00,"에이블리 남성 패션 앱 4910, 누적 다운로드 수 100만 돌파",4910은 '<b>인공지능</b>(AI) 개인화 추천 기술' 기반 남성 전문 스타일 커머스다. '10세부터 49세까지 폭넓은 남성 패션 취향을 반영한다'라는 의미와 합리적인 가격으로 다양한 상품을 '사고 싶은(4910) 플랫폼'이라는 뜻을... ,https://daily.hankooki.com/news/articleView.html?idxno=1116467,https://daily.hankooki.com/news/articleView.html?idxno=1116467
520,2024-08-13 11:10:00,"남성 패션 플랫폼 4910, 누적 앱 다운로드 수 100만건 돌파","4910은 <b>인공지능</b>(AI) 개인화 추천 기술을 탑재한 남성 전문 패션 앱이다. 10세~49세의 폭넓은 취향을 반영, 사고싶은 플랫폼이란 뜻을 동시에 담고 있다. 7월 기준 4910의 거래액은 3월 대비 110%, 구매고객 수는 130%가... ",https://www.digitaltoday.co.kr/news/articleView.html?idxno=529232,https://www.digitaltoday.co.kr/news/articleView.html?idxno=529232
521,2024-08-13 11:10:00,"[마켓인]블루포인트, 에이블리·미트박스 등 성공 창업가 출신 자문위원단 위...","이번에 위촉된 전문위원들은 <b>인공지능</b>(AI), 유통, 플랫폼, 서비스형 소프트웨어(SaaS) 등 다양한 분야의 스타트업에서 성장의 경험을 보유했다는 특징이 있다. 자문위원단은 현재 5명이 위촉된 상태로, 스타트업의 지원 확대... ",http://www.edaily.co.kr/news/newspath.asp?newsid=02302566638986992,https://n.news.naver.com/mnews/article/018/0005810311?sid=101
522,2024-08-13 11:10:00,"버티브, AI 전력 수요 지원하는 차세대 UPS 솔루션군 공개",<b>인공지능</b>(AI) 및 고성능 컴퓨팅(HPC)의 컴퓨팅 및 냉각 요구사항 증가로 인해 전 세계 데이터센터의 전력 수요가 증가하고 있다. 2026년 전력 수요가 2022년 대비 두 배에 이를 것으로 전망된다. 버티브는 이로 인해... ,https://www.ciokorea.com/news/347309,https://www.ciokorea.com/news/347309
523,2024-08-13 11:10:00,LS일렉트릭 'MSCI 편입' 효과 글로벌 자금 1700억 들어온다,"올해 최고점인 지난달 23일(25만9000원)보다는 떨어진 가격이나 북미를 중심으로 <b>인공지능</b>(AI) 반도체, 데이터센터 투자가 확대되며 글로벌 전력 수요가 증가한 영향에 따른 실적 호조로 증권가에서는 LS일렉트릭의... ",http://www.smedaily.co.kr/news/articleView.html?idxno=300470,http://www.smedaily.co.kr/news/articleView.html?idxno=300470
524,2024-08-13 11:10:00,AI교과서 활용 역량 강화 교원 키운다…일부 대학은 비교원 양성도,대학들이 예비교원의 AI(<b>인공지능</b>) 디지털교과서 활용 역량을 강화하기 위해 교육과정을 개선한다. 일부 사범대는 전공 자율선택제를 도입하고 '비교원 양성 과정'을 운영하기로 했다. 교육부와 한국연구재단은 2024년... ,http://news.mt.co.kr/mtview.php?no=2024081309045348903,https://n.news.naver.com/mnews/article/008/0005076378?sid=102
525,2024-08-13 11:09:00,"LH, `메타버스·AI 활용` 임대주택 유지보수 고도화","한국토지주택공사(LH)는 메타버스, <b>인공지능</b>(AI) 등 미래 기술을 활용해 임대주택 유지보수 서비스를 고도화한다고 13일 밝혔다. 해마다 늘어나는 임대주택 관리물량에 대응하고, 시설 노후화로 급증하는 유지보수 수요를... ",https://www.dt.co.kr/contents.html?article_no=2024081302109963066003&ref=naver,https://n.news.naver.com/mnews/article/029/0002894883?sid=101
526,2024-08-13 11:08:00,"공주시, '2024 충남공주시민대학' 2학기 수강생 모집","또한, ▲챗GPT, 더욱 중요해진 좋은 질문의 힘 : 슬기로운 <b>인공지능</b> 생활 ▲사람과 지역을 기록하다 ▲꿈 찾기 프로젝트 '뮤지컬' ▲기후변화 1.5도씨의 미래 ▲시골집 로망 실현하기 ▲영화속 인문학 여행 : 시네마톡톡... ",http://www.ccnnews.co.kr/news/articleView.html?idxno=343959,http://www.ccnnews.co.kr/news/articleView.html?idxno=343959
527,2024-08-13 11:08:00,"‘가전 라이벌’ 삼성 vs LG전자, 구독사업 놓고 경쟁",삼성전자에서 생활가전을 담당하는 DA 사업부가 최근 <b>인공지능</b>(AI) 관련 가전제품을 출시하면서 LG전자와의 경쟁에서 밀리지 않겠다는 의지인 셈이다. 앞서 임성택 삼성전자 한국총괄 부사장은 지난 4월 ‘비스포크 AI... ,https://www.smartfn.co.kr/article/view/sfn202408130018,https://www.smartfn.co.kr/article/view/sfn202408130018
528,2024-08-13 11:08:00,"K-웹툰, 구글플레이와 손잡고 14억 인도 시장 진출","스토리 작가들이 창작한 스토리를 생성형 <b>인공지능</b>(AI)을 통해 웹툰으로 변환, 이용자들에게 선보일 수 있는 서비스도 제공하고 있다. 서범강 한국웹툰산업협회장은 &quot;이번 파트너십 체결을 통해 글로벌 이용자에게 한 걸음... ",https://www.newsis.com/view/NISX20240813_0002848080,https://n.news.naver.com/mnews/article/003/0012725731?sid=105
529,2024-08-13 11:08:00,'D램' 슈퍼 호황… 삼성 '평택' SK '이천' 증설 박차,AI(<b>인공지능</b>) 수요를 기반으로 HBM(고대역폭메모리) 주문이 폭증한데 이어 서버 시장 회복세가 뚜렷해지면서 범용 D램까지 가격은 고공행진 중이다. 내년 이후 D램 시장이 더 크게 성장할 것이란 기대감까지 더해지면서... ,https://biz.newdaily.co.kr/site/data/html/2024/08/13/2024081300081.html,https://biz.newdaily.co.kr/site/data/html/2024/08/13/2024081300081.html
530,2024-08-13 11:08:00,"LH, 미래기술 활용해 유지보수 서비스 혁신","/LH 한국토지주택공사(LH)는 메타버스, <b>인공지능</b>(AI) 등 미래기술을 활용해 임대주택 유지보수 서비스를 고도화해 나간다고 13일 밝혔다. LH는 해마다 늘어나는 임대주택 관리물량에 대응하고, 시설 노후화로 급증하는... ",http://www.metroseoul.co.kr/article/20240813500161,http://www.metroseoul.co.kr/article/20240813500161
531,2024-08-13 11:08:00,"&quot;다들 미안, 조금만 비켜주세요&quot;...배달 로봇 시대 왔다",배달업계 대표주자 배달의민족과 요기요가 <b>인공지능</b>(AI)을 활용한 푸드테크(FoodTech) 산업에 발걸음을 내디디면서 배민 측이 공개한 로봇의 모습이 귀여움을 자극했기 때문이다. 라이더들의 배달 사고 등 큰 이슈들이... ,http://www.popcornnews.net/news/articleView.html?idxno=64144,http://www.popcornnews.net/news/articleView.html?idxno=64144
532,2024-08-13 11:08:00,"LG전자, 서바이벌 리얼리티쇼 선봬…“AI가전 편리함 알린다”",스마트에프엔 신종모 기자 LG전자가 <b>인공지능</b>(AI)가전의 차별화된 고객경험과 편리함을 알리는 서바이벌 리얼리티쇼를 직접 제작해 아마존 산하의 글로벌 온라인동영상서비스(OTT)인 프라임 비디오에서 선보인다.... ,https://www.smartfn.co.kr/article/view/sfn202408130023,https://www.smartfn.co.kr/article/view/sfn202408130023
533,2024-08-13 11:07:00,HBM 공급부족 전망…증권가 &quot;삼성전자·SK하이닉스 담아라&quot;,글로벌 빅테크 기업들이 <b>인공지능</b>(AI) 데이터센터 구축을 위해 HBM 주문을 큰 폭으로 늘리고 있다는 관측이 나오고 있기 때문이다. 증권업계는 <b>인공지능</b>(AI) 대장주인 엔비디아의 신제품 블랙록 출시와 HBM 용량... ,https://www.newsis.com/view/NISX20240813_0002848084,https://n.news.naver.com/mnews/article/003/0012725728?sid=101
534,2024-08-13 11:06:00,"DB생명, 헬스케어 플랫폼 기업 '디에이블'과 업무제휴 협약 체결","디에이블은 개인의 건강 증진을 위한 'AI(<b>인공지능</b>) 건강 리포트 및 생활습관 케어 콘텐츠'를 제공하는 기업으로, 난임, 임신, 아동 비만 예방 등의 분야에서 솔루션을 운영하고 있다. DB생명은 이번 협력으로 고객... ",http://www.issuenbiz.com/news/articleView.html?idxno=47427,http://www.issuenbiz.com/news/articleView.html?idxno=47427
535,2024-08-13 11:06:00,"네이버가 2대 주주 '사이냅소프트', 네이버AI 연계 서비스 주목 ... NH투증 주...",하이퍼클로바X는 네이버에서 개발한 대규모 생성형 <b>인공지능</b>(AI) 언어 모델(LLM)로 한국어 이해와 구사 능력이 뛰어난 것으로 알려져 있다. 특히 사용자가 입력하는 질문에 대한 답변 생성 이외에도 창작과 요약을... ,http://www.the-stock.kr/news/articleView.html?idxno=20594,http://www.the-stock.kr/news/articleView.html?idxno=20594
536,2024-08-13 11:06:00,"미래에셋증권 WM강남파이낸스센터, 마스터스 아카데미 1기 출범식 개최",이번 행사에서는 마스터스 아카데미 출범을 기념해 한국<b>인공지능</b>협회 권영우 부회장의 ChatGPT를 활용한 기업 경영계획 수립 및 산업 분석을 주제로 세미나를 실시한다. 또 2023년 2월부터 진행된 금융&amp;아트 세미나... ,https://www.onews.tv/news/articleView.html?idxno=215796,https://www.onews.tv/news/articleView.html?idxno=215796
537,2024-08-13 11:04:00,"휴런, 태국 시리라즈 병원과 협력...&quot;<b>인공지능</b> 기반 파킨슨 병 연구할것&quot;",신경 질환 전문 의료 <b>인공지능</b>(AI) 기업 휴런이 태국 시장 개척을 위한 기반을 마련했다. 휴런은 지난 1일 태국 방콕에서 마히돌대학교 시리라즈병원과 연구 협약을 맺었다고 13일 밝혔다. 휴런에 따르면 마히돌대학교의... ,http://www.metroseoul.co.kr/article/20240813500157,http://www.metroseoul.co.kr/article/20240813500157
538,2024-08-13 11:04:00,"세종시, AI 활용 교통상황 예측 시스템 구축한다",세종시는 과학기술정보통신부가 공모한 '차세대 <b>인공지능</b>(AI) 융합' 사업에 선정돼 AI를 활용해 교통 문제 해결에 나선다고 13일 밝혔다. 이 사업은 2024∼2027년 국비 68억2천500만원을 지원받아 다양한 실데이터를 연계한... ,https://www.yna.co.kr/view/AKR20240813064900063?input=1195m,https://n.news.naver.com/mnews/article/001/0014872295?sid=102
539,2024-08-13 11:04:00,"하나은행-KAIST, AI 상업용 부동산 시장예측 모델 협력 개발",하나은행이 <b>인공지능</b>(AI)을 기반으로 국내 시장에 특화된 상업용 부동산 시장예측 모델 '하나 AI CRP(Commercial Real estate market Prediction)' 서비스를 개발했다고 13일 밝혔다. 하나 AI CRP 서비스는 꾸준히 증가하고 있는... ,http://www.efnews.co.kr/news/articleView.html?idxno=113958,http://www.efnews.co.kr/news/articleView.html?idxno=113958
540,2024-08-13 11:04:00,사라진 'AI 거품론',글로벌 증시에 매서운 한파를 불러일으켰던 '<b>인공지능</b>(AI) 거품론'이 한풀 꺼지는 모양새다. 사진/pixabay 글로벌 증시에 매서운 한파를 불러일으켰던 '<b>인공지능</b>(AI) 거품론'이 한풀 꺼지는 모양새다. AI 사업 수익성에... ,http://www.smedaily.co.kr/news/articleView.html?idxno=300465,http://www.smedaily.co.kr/news/articleView.html?idxno=300465
541,2024-08-13 11:04:00,"이창희 삼성디스플레이 연구소장, AI 시대 위한 디스플레이 기술 강조","멀티모달 AI란 텍스트, 이미지, 소리 등 다양한 형태의 정보를 동시에 이해하고 처리할 수 있는 <b>인공지능</b>을 말한다. 이 부사장은 &quot;멀티모달 AI는 시선이나 손동작을 추적하고, 이를 토대로 시의적절한 이미지 정보를... ",http://www.sisacast.kr/news/articleView.html?idxno=59860,http://www.sisacast.kr/news/articleView.html?idxno=59860
542,2024-08-13 11:04:00,"부산·인천서 선보인 던킨 ‘로컬 메뉴’, 한달만에 2만5000개 팔렸다",부산역 앞에 있는 ‘던킨 부산역 라마다점’에서는 AI(<b>인공지능</b>)을 활용해 개발한 지역 특화 메뉴 4종이 인기를 얻었다. ‘광안리 소금우유 크림도넛’은 일반 도넛 대비 약 2배 높은 판매비를 기록하며 매장 1등 제품이... ,https://news.heraldcorp.com/view.php?ud=20240813050264,https://n.news.naver.com/mnews/article/016/0002349192?sid=101
543,2024-08-13 11:04:00,삼일PwC “연말 이후 거시경제 불확실성 개선…M&amp;A 시장 점진적 회복”,기업에서는 인수 자금 마련을 위해 비핵심자산을 매각하고 <b>인공지능</b>(AI)을 중심으로 한 신기술에 투자하려는 수요가 늘고 있다. 보고서는 &quot;풍부한 현금을 보유한 기업이 매출 성장을 가속화하고 혁신을 가능하게 하는... ,https://www.asiatoday.co.kr/view.php?key=20240813010007007,https://www.asiatoday.co.kr/view.php?key=20240813010007007
544,2024-08-13 11:04:00,"휴런, 태국 마히돌대학 시리라즈 병원과 연구 협약 체결","<b>인공지능</b> 기업 휴런(대표 신동훈)은 최근 태국 방콕에서 마히돌대학교 시리라즈 병원과 연구 협약을 맺었다고 밝혔다. 왼쪽부터 휴런 박찬익 부사장, 마히돌대학 Yodchanan Wongsawat 교수, 연구책임자 Pipat Chiewvit... ",http://www.bosa.co.kr/news/articleView.html?idxno=2228999,http://www.bosa.co.kr/news/articleView.html?idxno=2228999
545,2024-08-13 11:04:00,"에이블리 남성 패션 앱 '4910', 누적 다운로드 100만 돌파",'4910(사구일공)'은 '<b>인공지능</b>(AI) 개인화 추천 기술' 기반 남성 전문 스타일 커머스다. '10세부터 49세까지 폭넓은 남성 패션 취향을 반영한다'라는 의미와 합리적인 가격으로 다양한 상품을 '사고 싶은(4910) 플랫폼... ,http://www.smedaily.co.kr/news/articleView.html?idxno=300468,http://www.smedaily.co.kr/news/articleView.html?idxno=300468
546,2024-08-13 11:04:00,"서부발전, 지역인재 요람 '위피스쿨' 14기 수료식 개최",서부발전 직원 4명이 멘티를 대상으로 재능기부인 <b>인공지능</b>·코딩수업을 진행했고 본사 강의실을 열어 지역 학부모와 교사 등 70여명에게 '에듀테크 특강'을 제공하기도 했다. 멘티 학교 관계자는 &quot;초등학교 고학년을... ,http://www.chungnamilbo.co.kr/news/articleView.html?idxno=785296,http://www.chungnamilbo.co.kr/news/articleView.html?idxno=785296
547,2024-08-13 11:03:00,"하나은행, 카이스트와 'AI 상업용 부동산 시장예측 모델' 개발",하나은행이 <b>인공지능</b>(AI)을 기반으로 한 상업용 부동산 시장예측 모델인 '하나AI CRP' 서비스를 개발했다고 13일 밝혔다. 하나은행에 따르면 하나AI CRP 서비스는 상업용 부동산 투자 상담 시 보다 정교하고 차별화된... ,https://www.newsis.com/view/NISX20240813_0002848074,https://n.news.naver.com/mnews/article/003/0012725720?sid=101
548,2024-08-13 11:02:00,폐암 오가노이드 특성·상태 실시간 확인 연구 추진,정 교수는 이 같은 폐암 오가노이드 연구의 근본적인 문제점을 해결하기 위해 '오가노이드의 3차원 이미지'와 '멀티 오믹스 빅데이터'를 <b>인공지능</b>으로 분석해 실시간으로 폐암 오가노이드의 특성 및 상태를 확인할 수... ,https://www.medipana.com/article/view.php?news_idx=330117&sch_cate=B,https://www.medipana.com/article/view.php?news_idx=330117&sch_cate=B
549,2024-08-13 11:02:00,"“美 양당, 경제정책 방향 엇갈려…정부·경제계 합동 대비해야”","민주당은 <b>인공지능</b>(AI), 반도체 등 첨단기술, 핵심광물, 철강, 전기차, 배터리 등 분야에서 대중 제재를 확실히 하되, ‘완전한 분리(디커플링)’ 대신 필요하면 새로운 분야에서 중국과 협력할 수 있다는 여지를 남겼다.... ",https://www.etoday.co.kr/news/view/2390121,https://www.etoday.co.kr/news/view/2390121
550,2024-08-13 11:02:00,"일부 사범대, 학령인구 감소에 '비교원 양성 과정' 개설","이 사업은 고교학점제, <b>인공지능</b>(AI) 디지털교과서 도입 등 학교 현장 변화에 대응해 수업 혁신을 이끌 교사를 양성할 수 있도록 교대, 사범대, 교육대학원 등 교원양성대학의 교육과정 혁신을 정부가 지원하기 위해... ",https://www.nocutnews.co.kr/news/6195014?utm_source=naver&utm_medium=article&utm_campaign=20240813110124,https://n.news.naver.com/mnews/article/079/0003927488?sid=102
551,2024-08-13 11:02:00,"하이미디어 아카데미, AWS 공인교육 파트너 선정...산대특 훈련생 모집","김한정 하이미디어 아카데미 대표는 &quot;그동안 SW개발, <b>인공지능</b>, 클라우드 등 4차산업혁명의 핵심 분야 교육과정을 운영해 온 노하우를 바탕으로, 심혈을 기울여 구성한 하이브리드 클라우드 엔지니어 양성 훈련과정... ",https://www.itbiznews.com/news/articleView.html?idxno=142172,https://www.itbiznews.com/news/articleView.html?idxno=142172
552,2024-08-13 11:02:00,"도성훈 인천시교육감, 지역연계 꿈이음대학 성과공유회 참석","‘<b>인공지능</b>과 함께 미리 체험하는 스타트업’ 강의를 진행한 가톨릭대학교 교수는 “꿈이음대학에 참여하는 학생들은 어떤 대학생들보다 적극적이고, 기민하게 학습을 받아들여 매 시간마다 굉장히 놀랐다”며... ",https://www.dnews.co.kr/uhtml/view.jsp?idxno=202408131057354500221,https://www.dnews.co.kr/uhtml/view.jsp?idxno=202408131057354500221
553,2024-08-13 11:02:00,"SK하이닉스 투자한 가우스랩스, 반도체 공정 검증 기술 '레벨업'",SK하이닉스가 투자한 산업용 AI(<b>인공지능</b>) 전문 기업 '가우스랩스'가 '파놉테스 VM 2.0'을 출시했다고 13일 밝혔다. 파놉테스 VM은 장비에 설치된 센서에서 수집한 데이터로 제조 공정 결과를 예측하는 AI 기반의 가상 계측... ,http://news.mt.co.kr/mtview.php?no=2024081310044524660,https://n.news.naver.com/mnews/article/008/0005076369?sid=101
554,2024-08-13 11:02:00,"디퍼아이, 美 SVIIF서 'IFIA 최고발명 메달' 수상","저전력 반도체 수요 증가에 따른 엣지(Edge) AI(<b>인공지능</b>) 반도체 적용 가능성을 제시했으며, 다양한 산업 분야에 활용 가능한 고부가가치 사업 진출 가능성을 강조했다. 이상헌 디퍼아이 대표는 &quot;이번 수상을 계기로... ",https://www.newsis.com/view/NISX20240813_0002847960,https://n.news.naver.com/mnews/article/003/0012725715?sid=101
555,2024-08-13 11:02:00,천안아산 R&amp;D 집적지구 조성 '속도',"데이터와 네트워크, <b>인공지능</b>(AI)을 적용해 제조 기업에 맞춤형 서비스를 제공하는 거점 시설인 이 센터는 443억원을 투입해 5000㎡의 부지에 지하 1층, 지상 6층, 연면적 6676㎡로 건립 중이다. 이 밖에 바이오·의료... ",http://www.koit.co.kr/news/articleView.html?idxno=124616,http://www.koit.co.kr/news/articleView.html?idxno=124616
556,2024-08-13 11:02:00,"가우스랩스, AI 기반 가상 계측 설루션 ‘파노텝스 VM 2.0’ 출시","SK하이닉스, 박막 증착 공정 이어 식각 공정에도 적용 SK하이닉스의 산업용 <b>인공지능</b>(AI) 전문 자회사 가우스랩스가 AI 기반 가상 계측 설루션 ‘파놉테스 VM(Panoptes Virtual Metrology)’의 2.0 버전을 출시했다고 13일... ",https://www.dnews.co.kr/uhtml/view.jsp?idxno=202408131051106440215,https://www.dnews.co.kr/uhtml/view.jsp?idxno=202408131051106440215
557,2024-08-13 11:02:00,"영등포구, 28일 영화 '댓글부대' 원작자 장강명 북토크 진행","<b>인공지능</b>이 아무리 발전해도, 인생에 대한 질문은 문학독서를 통해 답을 찾을 수 있다는 것이다. 실제 장강명 작가는 지역과 세대를 뛰어넘는 온라인 독서 모임을 운영하며, 독서 생태계를 확장하는 데 힘쓰고 있다.... ",https://www.pinpointnews.co.kr/news/articleView.html?idxno=281885,https://www.pinpointnews.co.kr/news/articleView.html?idxno=281885
558,2024-08-13 11:02:00,"하나은행, KAIST와 함께 'AI 상업용 부동산 시장예측 모델' 개발","이은정 하나은행 WM본부 본부장, 김영훈 자산관리그룹 부행장 김우창 KAIST 교수(사진:하나은행) 하나은행(은행장 이승열)은 <b>인공지능</b>을 기반으로 한 상업용 부동산 시장예측 모델인 '하나AI CRP' 서비스를 꾸준히... ",https://www.aitimes.kr/news/articleView.html?idxno=31950,https://www.aitimes.kr/news/articleView.html?idxno=31950
559,2024-08-13 11:02:00,"하나은행, ‘AI 상업용 부동산 시장예측 모델’ 개발..“카이스트와 산학협력...",한국정경신문 윤성균 기­자 friendtolife@daum.net [한국정경신문=윤성균 기자] 하나은행이 <b>인공지능</b>(AI)를 기반으로 한 상업용 부동산 시장예측 모델인 ‘하나AI CRP’ 서비스를 개발했다고 13일 밝혔다.해당 서비스는... ,http://kpenews.com/View.aspx?No=3332171,http://kpenews.com/View.aspx?No=3332171
560,2024-08-13 11:01:00,美 대선 정강 비교해보니…법인세 28% 인상 VS 포괄적 감세,"민주당은 <b>인공지능</b>(AI), 반도체 등 첨단기술과 핵심광물, 철강, 전기차, 배터리 등 분야에서 대중 제재를 확실하게 하되 완전한 분리 대신 필요시 새로운 분야에서 중국과 협력할 수 있다는 여지를 남겼다. 반면 공화당은... ",http://www.edaily.co.kr/news/newspath.asp?newsid=02246806638986992,https://n.news.naver.com/mnews/article/018/0005810297?sid=101
561,2024-08-13 11:01:00,"LG전자, 예능도 만든다...'AI 가전' 두고 싸우는 8인의 서바이벌",LG전자는 <b>인공지능</b>(AI) 가전의 편리함을 알리는 서바이벌 리얼리티쇼 '하우스 오브 서바이벌'을 아마존 온라인동영상서비스(OTT)인 프라임 비디오에 론칭했다고 13일 밝혔다. 하우스 오브 서바이벌은 LG전자가 자체... ,https://www.hankookilbo.com/News/Read/A2024081310150001500?did=NA,https://n.news.naver.com/mnews/article/469/0000817483?sid=101
562,2024-08-13 11:00:00,"미래에셋증권, '마스터스 아카데미 1기' 출범 기념 행사 개최",이번 행사에서는 '마스터스 아카데미' 출범을 기념하여 한국<b>인공지능</b>협회 권영우 부회장의 'ChatGPT를 활용한 기업 경영계획 수립 및 산업 분석'을 주제로 세미나를 실시한다. 또한 2023년 2월부터 진행된 '금융&amp;아트 세미나... ,http://www.wolyo.co.kr/news/articleView.html?idxno=245225,http://www.wolyo.co.kr/news/articleView.html?idxno=245225
563,2024-08-13 11:00:00,"폴스타, 쿠페형 전기 SUV '폴스타4' 국내 출시…사양·가격 공개","이를 통해 티맵 내비게이션 음성인식 <b>인공지능</b>(AI) '누구 오토', 다양한 앱을 내려받을 수 있는 티맵 스토어 등을 사용할 수 있다. 15.4인치 가로형 인포테인먼트 스크린은 최대 5개로 분할돼 내비게이션 화면을 켠... ",https://www.yna.co.kr/view/AKR20240812131700003?input=1195m,https://n.news.naver.com/mnews/article/001/0014872292?sid=101
564,2024-08-13 11:00:00,"미래證, 14일 ‘마스터스 아카데미 1기’ 출범식 개최",이번 행사에서는 ‘마스터스 아카데미’ 출범을 기념해 권영우 한국<b>인공지능</b>협회 부회장의 ‘ChatGPT를 활용한 기업 경영계획 수립 및 산업 분석’을 주제로 세미나를 실시한다. 또한 2023년 2월부터 진행된 ‘금융&amp;아트... ,https://biz.newdaily.co.kr/site/data/html/2024/08/13/2024081300103.html,https://biz.newdaily.co.kr/site/data/html/2024/08/13/2024081300103.html
565,2024-08-13 11:00:00,AI가 교통사고 영상 분석해 사고 유형·책임 소재 가린다,"어시스트팀은 '<b>인공지능</b>(AI)을 활용한 교통사고 리포트 자동제작 솔루션'을 개발, 7월 17일 국립목포대학교에서 열린 '제1회 PSD(Pre Startup Dream) 창업경진대회', 8월 6일 열린 '2024년 창업중심대학 청년 창업아이템 챌린지... ",http://news.mt.co.kr/mtview.php?no=2024081309134390310,https://n.news.naver.com/mnews/article/008/0005076363?sid=101
566,2024-08-13 11:00:00,"&quot;가전 없는 가전쇼&quot;…LG전자, 8인 서바이벌 리얼리티쇼 제작",LG전자(066570)가 LG <b>인공지능</b>(AI) 가전의 차별화된 고객경험과 편리함을 알리기 위해 서바이벌 리얼리티쇼를 직접 제작했다. LG전자는 12일(현지시간) 자체 제작한 오리지널 콘텐츠인 '하우스 오브 서바이벌(영문명... ,http://www.newsprime.co.kr/news/article.html?no=650567,http://www.newsprime.co.kr/news/article.html?no=650567
567,2024-08-13 11:00:00,"한화운용, '韓·美·日' 3개국 공략 ETF 3종 출시","마지막으로 ‘PLUS 글로벌AI인프라 ETF’는 그래픽처리장치(GPU) 및 <b>인공지능</b>(AI) 가속기를 제조하는 엔비디아에 25%를 투자하며 AI 서버, 냉각기 등 업종에 나머지 75%를 투자하는 상품이다. 금정섭 한화자산운용... ",https://biz.newdaily.co.kr/site/data/html/2024/08/13/2024081300100.html,https://biz.newdaily.co.kr/site/data/html/2024/08/13/2024081300100.html
568,2024-08-13 10:59:00,"[제약바이오] LG화학, 영아용 6가 백신 임상 2상 시동 外","알피바이오, 생성형 AI 콘텐츠 선봬 알피바이오가 MZ세대 지원 국책사업인 ‘일경험 청년’ 협업을 통해 생성형 <b>인공지능</b>(AI) 기술을 적용한 콘텐츠를 선보였다. 회사는 5월부터 청년구직자들과 AI툴을 활용한 기업... ",https://zdnet.co.kr/view/?no=20240813105810,https://n.news.naver.com/mnews/article/092/0002341898?sid=105
569,2024-08-13 10:58:00,[13일 화성시] 스마트도시 농촌 리빙랩 시민참여단 모집 등,"스마트도시 리빙랩이란 시민들이 자신이 거주하고 있는 지역의 문제를 발굴하고 <b>인공지능</b>(AI), 빅데이터, 사물인터넷 등 새로운 정보통신 기술을 활용한 해결방안을 도출해 화성시와 함께 해결해나가는 시민참여 정책을... ",https://www.asiatime.co.kr/article/20240813500133,https://www.asiatime.co.kr/article/20240813500133
570,2024-08-13 10:58:00,카카오 AICC 플랫폼 도입하니 &quot;콜 처리 비용 4500원→43원&quot;,카카오엔터프라이즈는 카카오클라우드 기반 구독형 <b>인공지능</b> 컨택센터(AICC) 플랫폼 '센터플로우'가 스타트업의 비용 부담을 줄여주고 있다고 13일 밝혔다. 센터플로우는 별도 서버와 장비 구축이 필요 없는 AI... ,https://www.news1.kr/it-science/general-it/5509304,https://n.news.naver.com/mnews/article/421/0007727321?sid=105
571,2024-08-13 10:58:00,"광명시, AI로봇 활용 어르신 건강 돌본다",이번 사업은 홀몸노인 고독사 증가를 예방하고자 AI(<b>인공지능</b>)∙ICT(정보통신기술) 기반으로 효율적이고 지속적인 건강관리체계를 구축하고자 추진됐다. 인형 형태의 돌봄 로봇은 챗GPT가 탑재돼 양방향 음성 대화가... ,https://www.incheonilbo.com/news/articleView.html?idxno=1262057,https://www.incheonilbo.com/news/articleView.html?idxno=1262057
572,2024-08-13 10:58:00,미래에셋증권 WM강남파이낸스센터 '마스터스 아카데미 1기' 출범 기념 행사 개...,이번 행사에서는 '마스터스 아카데미' 출범을 기념하여 한국<b>인공지능</b>협회 권영우 부회장의 'ChatGPT를 활용한 기업 경영계획 수립 및 산업 분석'을 주제로 세미나를 실시한다. 또한 2023년 2월부터 진행된 '금융&amp;아트... ,https://www.getnews.co.kr/news/articleView.html?idxno=688174,https://www.getnews.co.kr/news/articleView.html?idxno=688174
573,2024-08-13 10:58:00,"카카오, AI∙클라우드로 스타트업 성장 견인","센터플로우는 별도 서버 및 장비 구축이 필요 없는 구독형 <b>인공지능</b> 컨택센터(AICC) 플랫폼으로 자연어처리(NLP), 음성인식(STT), <b>지능</b>형 검색 및 추천 솔루션 등 수준 높은 AI 기술이 적용됐다. 서비스형 소프트웨어(SaaS)로... ",https://www.smarttoday.co.kr/news/articleView.html?idxno=57291,https://www.smarttoday.co.kr/news/articleView.html?idxno=57291
574,2024-08-13 10:56:00,'제16회 대통령배 전국 아마추어 이(e)스포츠 대회' 17~18일 전국 결선,"게임 배경음악(OST) 오케스트라 '플래직', 남자 아이돌그룹 '엔카이브'의 공연이 진행되고, <b>인공지능</b>(AI) 놀이터, 아케이드 게임, 코스프레 포토존, 과학 교육, 두뇌 게임, 만들기 체험 등 40여 개의 체험 부스가 운영된다.",http://www.newstnt.com/news/articleView.html?idxno=400414,http://www.newstnt.com/news/articleView.html?idxno=400414
575,2024-08-13 10:56:00,"유진證-모트에이아이, 증권업 AI 전환 위한 업무협약 체결","송경재 유진투자증권 전략기획실장은 &quot;<b>인공지능</b>을 활용한 증권 업무의 선진화는 시대적 흐름”이라며 “이번 업무협약을 바탕으로 증권 업무에 AI 도입을 앞당겨 업무의 자동화와 효율성, 그리고 고객... ",https://biz.newdaily.co.kr/site/data/html/2024/08/13/2024081300098.html,https://biz.newdaily.co.kr/site/data/html/2024/08/13/2024081300098.html
